,original prompts,pos tagged prompt
91,The Simpsons - Butterfinger Commercial Collection (1989 - 2001),"[('the', 'DT'), ('simpsons', 'NNS'), ('-', ':'), ('butterfinger', 'NN'), ('commercial', 'JJ'), ('collection', 'NN'), ('(', '('), ('1989', 'CD'), ('-', ':'), ('2001', 'CD'), (')', ')')]"
92,Pet shop ZooBio - best food and supplies online icon,"[('pet', 'NN'), ('shop', 'NN'), ('zoobio', 'SYM'), ('-', ':'), ('best', 'JJS'), ('food', 'NN'), ('and', 'CC'), ('supplies', 'NNS'), ('online', 'VBP'), ('icon', 'NN')]"
93,Rob Ford for Esquire Magazine,"[('rob', 'NN'), ('ford', 'NN'), ('for', 'IN'), ('esquire', 'NN'), ('magazine', 'NN')]"
94,Delightful Blooming Tea Framed Print by Inspired Nature Photography Fine Art Photography,"[('delightful', 'JJ'), ('blooming', 'VBG'), ('tea', 'NN'), ('framed', 'VBD'), ('print', 'NN'), ('by', 'IN'), ('inspired', 'JJ'), ('nature', 'NN'), ('photography', 'NN'), ('fine', 'JJ'), ('art', 'NN'), ('photography', 'NN')]"
95,Liberty Flames Arch Name Pullover Hoodie - Red,"[('liberty', 'NN'), ('flames', 'NNS'), ('arch', 'VBP'), ('name', 'NN'), ('pullover', 'NN'), ('hoodie', 'SYM'), ('-', ':'), ('red', 'JJ')]"
96,Speckled Button Neck Top,"[('speckled', 'VBN'), ('button', 'NN'), ('neck', 'NN'), ('top', 'NN')]"
97,Man with impaired posture position defect scoliosis and ideal,"[('man', 'NN'), ('with', 'IN'), ('impaired', 'JJ'), ('posture', 'NN'), ('position', 'NN'), ('defect', 'JJ'), ('scoliosis', 'NN'), ('and', 'CC'), ('ideal', 'NN')]"
98,Bombay? Antique Map Wall Decor,"[('bombay', 'NN'), ('?', '.'), ('antique', 'NN'), ('map', 'NN'), ('wall', 'NN'), ('decor', 'NN')]"
99,The Layers panel showing the original image on the Background layer in Photoshop.,"[('the', 'DT'), ('layers', 'NNS'), ('panel', 'NN'), ('showing', 'VBG'), ('the', 'DT'), ('original', 'JJ'), ('image', 'NN'), ('on', 'IN'), ('the', 'DT'), ('background', 'NN'), ('layer', 'NN'), ('in', 'IN'), ('photoshop', 'NN'), ('.', '.')]"
100,"""""""Luhta Home """"""""Aika"""""""" -tyyny Tapestry, Throw Pillows, Black And White, Home Decor, Hanging Tapestry, Tapestries, Toss Pillows, Decoration Home, Cushions""""""","[('``', '``'), ('``', '``'), (""''"", ""''""), ('luhta', 'VBZ'), ('home', 'NN'), ('``', '``'), (""''"", ""''""), (""''"", ""''""), (""''"", ""''""), ('aika', 'FW'), (""''"", ""''""), (""''"", ""''""), (""''"", ""''""), (""''"", ""''""), ('-tyyny', 'JJ'), ('tapestry', 'NN'), (',', ','), ('throw', 'NN'), ('pillows', 'NNS'), (',', ','), ('black', 'JJ'), ('and', 'CC'), ('white', 'JJ'), (',', ','), ('home', 'NN'), ('decor', 'NN'), (',', ','), ('hanging', 'VBG'), ('tapestry', 'NN'), (',', ','), ('tapestries', 'NNS'), (',', ','), ('toss', 'NN'), ('pillows', 'NNS'), (',', ','), ('decoration', 'NN'), ('home', 'NN'), (',', ','), ('cushions', 'NNS'), (""''"", ""''""), (""''"", ""''""), (""''"", ""''"")]"
101,"BeYouthful Launches New Anti Aging Supplement ,Phytoceramides","[('beyouthful', 'JJ'), ('launches', 'VBZ'), ('new', 'JJ'), ('anti', 'NNS'), ('aging', 'VBG'), ('supplement', 'NN'), (',', ','), ('phytoceramides', 'NNS')]"
102,Mens Athletic 2-Piece Jogging Running Gym Casual Pants Fleece Track Suit Set • 29.33$,"[('mens', 'NNS'), ('athletic', 'JJ'), ('2-piece', 'JJ'), ('jogging', 'NN'), ('running', 'VBG'), ('gym', 'JJ'), ('casual', 'JJ'), ('pants', 'NNS'), ('fleece', 'VBP'), ('track', 'JJ'), ('suit', 'NN'), ('set', 'VBN'), ('•', '$'), ('29.33', 'CD'), ('$', '$')]"
103,Courgettes farcies cookeo,"[('courgettes', 'NNS'), ('farcies', 'NNS'), ('cookeo', 'VBP')]"
104,Lancashire Holdings annual report 2005,"[('lancashire', 'NN'), ('holdings', 'NNS'), ('annual', 'JJ'), ('report', 'NN'), ('2005', 'CD')]"
105,[globalbuy] Axeman Inflatable mattress Waterproof & Dampproof Airbed Folding Tent Bed Beac/3815751,"[('[', 'JJ'), ('globalbuy', 'NN'), (']', 'NNP'), ('axeman', 'NN'), ('inflatable', 'JJ'), ('mattress', 'NN'), ('waterproof', 'NN'), ('&', 'CC'), ('dampproof', 'NN'), ('airbed', 'VBD'), ('folding', 'JJ'), ('tent', 'NN'), ('bed', 'VBD'), ('beac/3815751', 'NN')]"
106,mother and child on the sea beach poster,"[('mother', 'NN'), ('and', 'CC'), ('child', 'NN'), ('on', 'IN'), ('the', 'DT'), ('sea', 'NN'), ('beach', 'NN'), ('poster', 'NN')]"
107,Body Solid ORCT Colored Rubber Coated Olympic Grip Plates,"[('body', 'NN'), ('solid', 'JJ'), ('orct', 'NN'), ('colored', 'VBD'), ('rubber', 'NN'), ('coated', 'VBN'), ('olympic', 'JJ'), ('grip', 'NN'), ('plates', 'NNS')]"
108,"Girl (7-9 years) jumping on sand castle on beach, low section - Stock Image","[('girl', 'NN'), ('(', '('), ('7-9', 'CD'), ('years', 'NNS'), (')', ')'), ('jumping', 'VBG'), ('on', 'IN'), ('sand', 'NN'), ('castle', 'NN'), ('on', 'IN'), ('beach', 'NN'), (',', ','), ('low', 'JJ'), ('section', 'NN'), ('-', ':'), ('stock', 'NN'), ('image', 'NN')]"
109,The Roach Motel (White) Home Throw Pillow by The Roach Motel's Artist Shop,"[('the', 'DT'), ('roach', 'NN'), ('motel', 'NN'), ('(', '('), ('white', 'JJ'), (')', ')'), ('home', 'NN'), ('throw', 'NN'), ('pillow', 'NN'), ('by', 'IN'), ('the', 'DT'), ('roach', 'NN'), ('motel', 'NN'), (""'s"", 'POS'), ('artist', 'NN'), ('shop', 'NN')]"
110,Affiche du film LA FETE SAUVAGE (VERSION RESTAURÉE),"[('affiche', 'NN'), ('du', 'NN'), ('film', 'NN'), ('la', 'FW'), ('fete', 'JJ'), ('sauvage', 'NN'), ('(', '('), ('version', 'NN'), ('restaurée', 'NN'), (')', ')')]"
111,Latest Designs Oem High Quality Long Tops Fancy Girls Top Women ...,"[('latest', 'JJS'), ('designs', 'NNS'), ('oem', 'RB'), ('high', 'JJ'), ('quality', 'NN'), ('long', 'RB'), ('tops', 'JJ'), ('fancy', 'JJ'), ('girls', 'NNS'), ('top', 'JJ'), ('women', 'NNS'), ('...', ':')]"
112,GRID Foam Roller outer thighs,"[('grid', 'JJ'), ('foam', 'NN'), ('roller', 'NN'), ('outer', 'NN'), ('thighs', 'NNS')]"
113,"Dermot Mulroney with beautiful, Wife Tharita Cesaroni","[('dermot', 'NN'), ('mulroney', 'NN'), ('with', 'IN'), ('beautiful', 'JJ'), (',', ','), ('wife', 'NN'), ('tharita', 'NNS'), ('cesaroni', 'VBP')]"
114,"Car Sales Report For May 2020: Hyundai Registers 12,583 Units Of Sales After Resuming Operations","[('car', 'NN'), ('sales', 'NNS'), ('report', 'NN'), ('for', 'IN'), ('may', 'MD'), ('2020', 'CD'), (':', ':'), ('hyundai', 'NN'), ('registers', 'NNS'), ('12,583', 'CD'), ('units', 'NNS'), ('of', 'IN'), ('sales', 'NNS'), ('after', 'IN'), ('resuming', 'VBG'), ('operations', 'NNS')]"
115,The Downbeat: Kyrie Irving traded for Isaiah Thomas,"[('the', 'DT'), ('downbeat', 'NN'), (':', ':'), ('kyrie', 'NN'), ('irving', 'NN'), ('traded', 'VBN'), ('for', 'IN'), ('isaiah', 'NN'), ('thomas', 'NN')]"
116,"Fundamentals of Software Development 1Slide 1 Today's Summary Statements: Conditionals (if-then-else)Statements: Conditionals (if-then-else) Investigated programming patterns:Investigated programming patterns: –Increment, swap, select from cases, absolute value, maximum of two Continued writing your own classes – WordGames.","[('fundamentals', 'NNS'), ('of', 'IN'), ('software', 'NN'), ('development', 'NN'), ('1slide', 'CD'), ('1', 'CD'), ('today', 'NN'), (""'s"", 'POS'), ('summary', 'JJ'), ('statements', 'NNS'), (':', ':'), ('conditionals', 'NNS'), ('(', '('), ('if-then-else', 'JJ'), (')', ')'), ('statements', 'NNS'), (':', ':'), ('conditionals', 'NNS'), ('(', '('), ('if-then-else', 'JJ'), (')', ')'), ('investigated', 'VBD'), ('programming', 'VBG'), ('patterns', 'NNS'), (':', ':'), ('investigated', 'VBN'), ('programming', 'VBG'), ('patterns', 'NNS'), (':', ':'), ('–increment', 'NN'), (',', ','), ('swap', 'NN'), (',', ','), ('select', 'VBP'), ('from', 'IN'), ('cases', 'NNS'), (',', ','), ('absolute', 'JJ'), ('value', 'NN'), (',', ','), ('maximum', 'NN'), ('of', 'IN'), ('two', 'CD'), ('continued', 'VBD'), ('writing', 'VBG'), ('your', 'PRP$'), ('own', 'JJ'), ('classes', 'NNS'), ('–', 'VBP'), ('wordgames', 'NNS'), ('.', '.')]"
117,"Hookah Pipe Master of Cairo, Egypt","[('hookah', 'NN'), ('pipe', 'NN'), ('master', 'NN'), ('of', 'IN'), ('cairo', 'NN'), (',', ','), ('egypt', 'NN')]"
118,"The polarizing, commanding and uncompromising Amanda Palmer does a solo set.","[('the', 'DT'), ('polarizing', 'NN'), (',', ','), ('commanding', 'VBG'), ('and', 'CC'), ('uncompromising', 'JJ'), ('amanda', 'NNS'), ('palmer', 'NN'), ('does', 'VBZ'), ('a', 'DT'), ('solo', 'NN'), ('set', 'NN'), ('.', '.')]"
119,7 Wireless Apple Carplay And Android Auto Simple Self Install Suits Alfa Romeo 4,"[('7', 'CD'), ('wireless', 'NN'), ('apple', 'NN'), ('carplay', 'NN'), ('and', 'CC'), ('android', 'JJ'), ('auto', 'NN'), ('simple', 'NN'), ('self', 'PRP'), ('install', 'JJ'), ('suits', 'NNS'), ('alfa', 'VBP'), ('romeo', 'VBZ'), ('4', 'CD')]"
120,"Jewel Beetle - Macro image of a Jewel Beetle, known...","[('jewel', 'NN'), ('beetle', 'SYM'), ('-', ':'), ('macro', 'JJ'), ('image', 'NN'), ('of', 'IN'), ('a', 'DT'), ('jewel', 'NN'), ('beetle', 'NN'), (',', ','), ('known', 'VBN'), ('...', ':')]"
121,UHMWPE plastic Forming board trailing blade / forming board covers,"[('uhmwpe', 'JJ'), ('plastic', 'NN'), ('forming', 'VBG'), ('board', 'NN'), ('trailing', 'VBG'), ('blade', 'VBN'), ('/', 'NNP'), ('forming', 'VBG'), ('board', 'NN'), ('covers', 'NNS')]"
122,Mahoosive Colorful Options Wood Bow Tie - woodfashionista.com,"[('mahoosive', 'JJ'), ('colorful', 'NN'), ('options', 'NNS'), ('wood', 'NN'), ('bow', 'NN'), ('tie', 'SYM'), ('-', ':'), ('woodfashionista.com', 'NN')]"
123,An Orange Tessellated Blenny Image,"[('an', 'DT'), ('orange', 'NN'), ('tessellated', 'VBD'), ('blenny', 'JJ'), ('image', 'NN')]"
124,(ebook) French Liberalism in the 19th Century,"[('(', '('), ('ebook', 'NN'), (')', ')'), ('french', 'JJ'), ('liberalism', 'NN'), ('in', 'IN'), ('the', 'DT'), ('19th', 'JJ'), ('century', 'NN')]"
125,"Hunt Brothers Pizza TV Spot, 'RCR Fan Experience Sweepstakes' - Thumbnail 8","[('hunt', 'NN'), ('brothers', 'NNS'), ('pizza', 'VBP'), ('tv', 'NN'), ('spot', 'NN'), (',', ','), (""'rcr"", ""''""), ('fan', 'NN'), ('experience', 'NN'), ('sweepstakes', 'NNS'), (""'"", 'POS'), ('-', ':'), ('thumbnail', 'NN'), ('8', 'CD')]"
126,The Simpsons™: Tapped Out,"[('the', 'DT'), ('simpsons™', 'NN'), (':', ':'), ('tapped', 'VBN'), ('out', 'RP')]"
127,Apartments for Rent in Charlottesville Va,"[('apartments', 'NNS'), ('for', 'IN'), ('rent', 'NN'), ('in', 'IN'), ('charlottesville', 'NN'), ('va', 'NN')]"
128,Salthouse Boatbuilders. Southstar 37.,"[('salthouse', 'NN'), ('boatbuilders', 'NNS'), ('.', '.'), ('southstar', 'NN'), ('37', 'CD'), ('.', '.')]"
129,"""MBA #3939-161  """"1992 Country Christmas An Old Fashioned Christmas"""" Hard Cover With Jacket""""""","[('``', '``'), ('mba', 'JJ'), ('#', '#'), ('3939-161', 'JJ'), ('``', '``'), (""''"", ""''""), ('1992', 'CD'), ('country', 'NN'), ('christmas', 'VBD'), ('an', 'DT'), ('old', 'JJ'), ('fashioned', 'JJ'), ('christmas', 'NN'), (""''"", ""''""), (""''"", ""''""), ('hard', 'JJ'), ('cover', 'NN'), ('with', 'IN'), ('jacket', 'NN'), (""''"", ""''""), (""''"", ""''""), (""''"", ""''"")]"
130,KEEP CALM I'M JUST LOST ANGEL - Personalised Face Mask,"[('keep', 'VB'), ('calm', 'NN'), ('i', 'JJ'), (""'m"", 'VBP'), ('just', 'RB'), ('lost', 'VBN'), ('angel', 'RP'), ('-', ':'), ('personalised', 'JJ'), ('face', 'NN'), ('mask', 'NN')]"
131,Christmas Assistance Registration with Salvation Army,"[('christmas', 'NN'), ('assistance', 'NN'), ('registration', 'NN'), ('with', 'IN'), ('salvation', 'NN'), ('army', 'NN')]"
132,data analytic and social network icon set vector image,"[('data', 'NNS'), ('analytic', 'JJ'), ('and', 'CC'), ('social', 'JJ'), ('network', 'NN'), ('icon', 'NN'), ('set', 'VBN'), ('vector', 'NN'), ('image', 'NN')]"
133,"106 N 181st St | Shoreline  Sold for $745,000   Represented the Buyer","[('106', 'CD'), ('n', 'JJ'), ('181st', 'CD'), ('st', 'NN'), ('|', 'NNP'), ('shoreline', 'NN'), ('sold', 'VBD'), ('for', 'IN'), ('$', '$'), ('745,000', 'CD'), ('represented', 'VBN'), ('the', 'DT'), ('buyer', 'NN')]"
134,Vintage Deluxe Reading Sweet Rosemary Fashion Doll 30 inch Grocery Store Doll,"[('vintage', 'NN'), ('deluxe', 'NN'), ('reading', 'VBG'), ('sweet', 'JJ'), ('rosemary', 'JJ'), ('fashion', 'NN'), ('doll', 'NN'), ('30', 'CD'), ('inch', 'JJ'), ('grocery', 'NN'), ('store', 'NN'), ('doll', 'NN')]"
135,Chocolate Cake With Chocolate Orange Frosting,"[('chocolate', 'NN'), ('cake', 'NN'), ('with', 'IN'), ('chocolate', 'NN'), ('orange', 'NN'), ('frosting', 'NN')]"
136,Relegation ebook by Karri Thompson,"[('relegation', 'NN'), ('ebook', 'NN'), ('by', 'IN'), ('karri', 'NN'), ('thompson', 'NN')]"
137,Inkling Trainer // Collaboration with Drew Wise T-Shirt,"[('inkling', 'VBG'), ('trainer', 'NN'), ('//', 'JJ'), ('collaboration', 'NN'), ('with', 'IN'), ('drew', 'JJ'), ('wise', 'NN'), ('t-shirt', 'NN')]"
138,Much-loved country duo Joey+Rory just shared the excruciating news that the end is near,"[('much-loved', 'JJ'), ('country', 'NN'), ('duo', 'VBZ'), ('joey+rory', 'NN'), ('just', 'RB'), ('shared', 'VBN'), ('the', 'DT'), ('excruciating', 'VBG'), ('news', 'NN'), ('that', 'IN'), ('the', 'DT'), ('end', 'NN'), ('is', 'VBZ'), ('near', 'IN')]"
139,"News Briefs: First Look at Jennifer Lawrence, Chris Pratt in 'Passengers'","[('news', 'NN'), ('briefs', 'NNS'), (':', ':'), ('first', 'JJ'), ('look', 'NN'), ('at', 'IN'), ('jennifer', 'NN'), ('lawrence', 'NN'), (',', ','), ('chris', 'JJ'), ('pratt', 'NN'), ('in', 'IN'), (""'passengers"", 'NNS'), (""'"", 'POS')]"
140,Green Lantern: New Guardians (2011-2015) #2: Annual,"[('green', 'JJ'), ('lantern', 'NN'), (':', ':'), ('new', 'JJ'), ('guardians', 'NNS'), ('(', '('), ('2011-2015', 'JJ'), (')', ')'), ('#', '#'), ('2', 'CD'), (':', ':'), ('annual', 'JJ')]"
141,Colourful house against nature background,"[('colourful', 'JJ'), ('house', 'NN'), ('against', 'IN'), ('nature', 'NN'), ('background', 'NN')]"
142,"Padded Gadget Pouch Hollywood- iPhone, iPhone 5, Blackberry, Cellphone, iPod Touch","[('padded', 'VBN'), ('gadget', 'NN'), ('pouch', 'JJ'), ('hollywood-', 'JJ'), ('iphone', 'NN'), (',', ','), ('iphone', 'NN'), ('5', 'CD'), (',', ','), ('blackberry', 'NN'), (',', ','), ('cellphone', 'NN'), (',', ','), ('ipod', 'NN'), ('touch', 'NN')]"
143,Off white lace scarf,"[('off', 'IN'), ('white', 'JJ'), ('lace', 'NN'), ('scarf', 'NN')]"
144,"Singalong Sunday - elke Sunday in Amsterdam le Sun, November 24, 2019 from 04:00 pm to 07:00 pm (After-Work Gay, Lesbian)","[('singalong', 'RB'), ('sunday', 'JJ'), ('-', ':'), ('elke', 'NN'), ('sunday', 'NN'), ('in', 'IN'), ('amsterdam', 'JJ'), ('le', 'NN'), ('sun', 'NN'), (',', ','), ('november', 'RB'), ('24', 'CD'), (',', ','), ('2019', 'CD'), ('from', 'IN'), ('04:00', 'CD'), ('pm', 'NN'), ('to', 'TO'), ('07:00', 'CD'), ('pm', 'NN'), ('(', '('), ('after-work', 'JJ'), ('gay', 'NN'), (',', ','), ('lesbian', 'JJ'), (')', ')')]"
145,Stu Barnes Florida Panthers 1994 Leaf Autographed Card.  This item comes with a certificate of authenticity from Autograph-Sports. Autographed,"[('stu', 'NN'), ('barnes', 'NNS'), ('florida', 'VBP'), ('panthers', 'NNS'), ('1994', 'CD'), ('leaf', 'NN'), ('autographed', 'VBD'), ('card', 'NN'), ('.', '.'), ('this', 'DT'), ('item', 'NN'), ('comes', 'VBZ'), ('with', 'IN'), ('a', 'DT'), ('certificate', 'NN'), ('of', 'IN'), ('authenticity', 'NN'), ('from', 'IN'), ('autograph-sports', 'NNS'), ('.', '.'), ('autographed', 'VBD')]"
146,Universal USB Microphone Headset for PS3 and PC (Black),"[('universal', 'JJ'), ('usb', 'JJ'), ('microphone', 'NN'), ('headset', 'NN'), ('for', 'IN'), ('ps3', 'NN'), ('and', 'CC'), ('pc', 'NN'), ('(', '('), ('black', 'JJ'), (')', ')')]"
147,siege auto kiddy guardian kiddy guardianfix pro 2 1 2 3 car seat racing black amazon,"[('siege', 'JJ'), ('auto', 'NN'), ('kiddy', 'NN'), ('guardian', 'JJ'), ('kiddy', 'NN'), ('guardianfix', 'JJ'), ('pro', 'JJ'), ('2', 'CD'), ('1', 'CD'), ('2', 'CD'), ('3', 'CD'), ('car', 'NN'), ('seat', 'NN'), ('racing', 'VBG'), ('black', 'JJ'), ('amazon', 'NN')]"
148,Email Icon,"[('email', 'NN'), ('icon', 'NN')]"
149,Deadpool 2 plakat,"[('deadpool', 'NN'), ('2', 'CD'), ('plakat', 'NN')]"
150,Freetress Equal Premium Delux Lace Front Synthetic Wig TALIA,"[('freetress', 'JJ'), ('equal', 'JJ'), ('premium', 'NN'), ('delux', 'NN'), ('lace', 'NN'), ('front', 'JJ'), ('synthetic', 'JJ'), ('wig', 'NN'), ('talia', 'NN')]"
151,Z Pure Emotion - Morph Dial and One-Click Expressions for the Genesis 3 Female(s),"[('z', 'NN'), ('pure', 'NN'), ('emotion', 'NN'), ('-', ':'), ('morph', 'NN'), ('dial', 'JJ'), ('and', 'CC'), ('one-click', 'JJ'), ('expressions', 'NNS'), ('for', 'IN'), ('the', 'DT'), ('genesis', 'NN'), ('3', 'CD'), ('female', 'NN'), ('(', '('), ('s', 'PRP'), (')', ')')]"
152,Young man in casual wear sitting on pile of documents with business-related terms in form of world map on background. Mixed media.,"[('young', 'JJ'), ('man', 'NN'), ('in', 'IN'), ('casual', 'JJ'), ('wear', 'NN'), ('sitting', 'VBG'), ('on', 'IN'), ('pile', 'NN'), ('of', 'IN'), ('documents', 'NNS'), ('with', 'IN'), ('business-related', 'JJ'), ('terms', 'NNS'), ('in', 'IN'), ('form', 'NN'), ('of', 'IN'), ('world', 'NN'), ('map', 'NN'), ('on', 'IN'), ('background', 'NN'), ('.', '.'), ('mixed', 'JJ'), ('media', 'NNS'), ('.', '.')]"
153,The Town [DVD],"[('the', 'DT'), ('town', 'NN'), ('[', 'NNP'), ('dvd', 'NN'), (']', 'NN')]"
154,Cadaver Blues: A Phuoc Gold...,"[('cadaver', 'NN'), ('blues', 'NNS'), (':', ':'), ('a', 'DT'), ('phuoc', 'NN'), ('gold', 'NN'), ('...', ':')]"
155,The airplane landing on Hokkaido New Chitose Airport (CTS) in Japan,"[('the', 'DT'), ('airplane', 'NN'), ('landing', 'VBG'), ('on', 'IN'), ('hokkaido', 'JJ'), ('new', 'JJ'), ('chitose', 'JJ'), ('airport', 'NN'), ('(', '('), ('cts', 'NNS'), (')', ')'), ('in', 'IN'), ('japan', 'NN')]"
156,WEDDING IN TUSCANY found on Polyvore,"[('wedding', 'NN'), ('in', 'IN'), ('tuscany', 'NN'), ('found', 'VBN'), ('on', 'IN'), ('polyvore', 'NN')]"
157,Floral wedding invitations,"[('floral', 'JJ'), ('wedding', 'NN'), ('invitations', 'NNS')]"
158,Matte Perfect Foundation No.101,"[('matte', 'NN'), ('perfect', 'JJ'), ('foundation', 'NN'), ('no.101', 'NN')]"
159,"Paper burnt holes vector realistic set. Paper pages and sheet scraps with fire burned or scorched edges, sides and holes - 124517758","[('paper', 'NN'), ('burnt', 'NN'), ('holes', 'NNS'), ('vector', 'VBP'), ('realistic', 'JJ'), ('set', 'NN'), ('.', '.'), ('paper', 'NN'), ('pages', 'NNS'), ('and', 'CC'), ('sheet', 'NN'), ('scraps', 'NNS'), ('with', 'IN'), ('fire', 'NN'), ('burned', 'VBD'), ('or', 'CC'), ('scorched', 'VBD'), ('edges', 'NNS'), (',', ','), ('sides', 'NNS'), ('and', 'CC'), ('holes', 'NNS'), ('-', ':'), ('124517758', 'CD')]"
160,Scarpa Epic Lite shoes.,"[('scarpa', 'NN'), ('epic', 'NN'), ('lite', 'NN'), ('shoes', 'NNS'), ('.', '.')]"
161,Stone footprints in the sand - stock photo,"[('stone', 'NN'), ('footprints', 'NNS'), ('in', 'IN'), ('the', 'DT'), ('sand', 'NN'), ('-', ':'), ('stock', 'NN'), ('photo', 'NN')]"
162,I'd like to get a second opinion on your returns this year Let me fetch the branch manager - I'd like to get a second opinion on your returns this year Let me fetch the branch manager  Financial Advice Dog,"[('i', 'JJ'), (""'d"", 'MD'), ('like', 'VB'), ('to', 'TO'), ('get', 'VB'), ('a', 'DT'), ('second', 'JJ'), ('opinion', 'NN'), ('on', 'IN'), ('your', 'PRP$'), ('returns', 'NNS'), ('this', 'DT'), ('year', 'NN'), ('let', 'VB'), ('me', 'PRP'), ('fetch', 'VB'), ('the', 'DT'), ('branch', 'NN'), ('manager', 'NN'), ('-', ':'), ('i', 'NN'), (""'d"", 'MD'), ('like', 'VB'), ('to', 'TO'), ('get', 'VB'), ('a', 'DT'), ('second', 'JJ'), ('opinion', 'NN'), ('on', 'IN'), ('your', 'PRP$'), ('returns', 'NNS'), ('this', 'DT'), ('year', 'NN'), ('let', 'VB'), ('me', 'PRP'), ('fetch', 'VB'), ('the', 'DT'), ('branch', 'NN'), ('manager', 'NN'), ('financial', 'JJ'), ('advice', 'NN'), ('dog', 'NN')]"
163,American Avocet Duvet Cover featuring the photograph Avocet Dancer by Timothy Flanigan,"[('american', 'JJ'), ('avocet', 'NN'), ('duvet', 'NN'), ('cover', 'NN'), ('featuring', 'VBG'), ('the', 'DT'), ('photograph', 'NN'), ('avocet', 'NN'), ('dancer', 'NN'), ('by', 'IN'), ('timothy', 'JJ'), ('flanigan', 'NN')]"
164,Deliveroo introduces rapid payment system,"[('deliveroo', 'NN'), ('introduces', 'NNS'), ('rapid', 'JJ'), ('payment', 'NN'), ('system', 'NN')]"
165,OE-FZA - Private Cessna 510 Citation Mustang,"[('oe-fza', 'JJ'), ('-', ':'), ('private', 'JJ'), ('cessna', 'NN'), ('510', 'CD'), ('citation', 'NN'), ('mustang', 'NN')]"
166,Varivas Fly Tapered Leader DH Salmon TAT 0X 18ft 0.285mm-0.56mm,"[('varivas', 'NN'), ('fly', 'NN'), ('tapered', 'VBD'), ('leader', 'NN'), ('dh', 'NN'), ('salmon', 'VBD'), ('tat', 'JJ'), ('0x', 'CD'), ('18ft', 'CD'), ('0.285mm-0.56mm', 'NN')]"
167,Magento Open Source vs Magento Commerce : Quelle solution e-commerce choisir ?,"[('magento', 'NN'), ('open', 'JJ'), ('source', 'NN'), ('vs', 'NN'), ('magento', 'NN'), ('commerce', 'NN'), (':', ':'), ('quelle', 'JJ'), ('solution', 'NN'), ('e-commerce', 'NN'), ('choisir', 'NN'), ('?', '.')]"
168,Comfort Footwear - Men's Edema Slippers,"[('comfort', 'NN'), ('footwear', 'SYM'), ('-', ':'), ('men', 'NNS'), (""'s"", 'POS'), ('edema', 'NN'), ('slippers', 'NNS')]"
169,"""""""Pat Kelbaugh, """"""""Girl with Emerald Hair"""""""", India ink and watercolor, 16x20, $325""""""","[('``', '``'), ('``', '``'), (""''"", ""''""), ('pat', 'NN'), ('kelbaugh', 'NN'), (',', ','), ('``', '``'), (""''"", ""''""), (""''"", ""''""), (""''"", ""''""), ('girl', 'NN'), ('with', 'IN'), ('emerald', 'JJ'), ('hair', 'NN'), (""''"", ""''""), (""''"", ""''""), (""''"", ""''""), (""''"", ""''""), (',', ','), ('india', 'JJ'), ('ink', 'NN'), ('and', 'CC'), ('watercolor', 'NN'), (',', ','), ('16x20', 'CD'), (',', ','), ('$', '$'), ('325', 'CD'), (""''"", ""''""), (""''"", ""''""), (""''"", ""''"")]"
170,"Load image into Gallery viewer, Kurti pant set with heavy adda work and designer button detailing","[('load', 'NN'), ('image', 'NN'), ('into', 'IN'), ('gallery', 'NN'), ('viewer', 'NN'), (',', ','), ('kurti', 'NN'), ('pant', 'NN'), ('set', 'VBN'), ('with', 'IN'), ('heavy', 'JJ'), ('adda', 'NN'), ('work', 'NN'), ('and', 'CC'), ('designer', 'NN'), ('button', 'NN'), ('detailing', 'VBG')]"
