,original prompts,pos tagged prompt
88,"Unorthodox Jukebox [PA] by Bruno Mars (CD, Dec-2012, Atlantic (Label))","[('unorthodox', 'JJ'), ('jukebox', 'NN'), ('[', '-LRB-'), ('pa', 'NN'), (']', '-RRB-'), ('by', 'IN'), ('bruno', 'NNP'), ('mars', 'NNP'), ('(', '-LRB-'), ('cd', 'NN'), (',', ','), ('dec', 'NNP'), ('-2012', 'CD'), (',', ','), ('atlantic', 'NN'), ('(', '-LRB-'), ('label', 'NN'), (')', '-RRB-'), (')', '-RRB-')]"
89,Shorts Levis Cool Pocket,"[('shorts', 'NNS'), ('levis', 'NNP'), ('cool', 'JJ'), ('pocket', 'NN')]"
90,"Clipart Illustration of an Orange Grunge Music Background Of Speakers, Turn Tables And Waves by L2studio","[('clipart', 'NN'), ('illustration', 'NN'), ('of', 'IN'), ('an', 'DT'), ('orange', 'JJ'), ('grunge', 'NN'), ('music', 'NN'), ('background', 'NN'), ('of', 'IN'), ('speakers', 'NNS'), (',', ','), ('turn', 'VB'), ('tables', 'NNS'), ('and', 'CC'), ('waves', 'NNS'), ('by', 'IN'), ('l2studio', 'NN')]"
91,The Simpsons - Butterfinger Commercial Collection (1989 - 2001),"[('the', 'DT'), ('simpsons', 'NNS'), ('-', 'HYPH'), ('butterfinger', 'NN'), ('commercial', 'JJ'), ('collection', 'NN'), ('(', '-LRB-'), ('1989', 'CD'), ('-', 'SYM'), ('2001', 'CD'), (')', '-RRB-')]"
92,Pet shop ZooBio - best food and supplies online icon,"[('pet', 'NN'), ('shop', 'NN'), ('zoobio', 'NN'), ('-', 'HYPH'), ('best', 'JJS'), ('food', 'NN'), ('and', 'CC'), ('supplies', 'NNS'), ('online', 'JJ'), ('icon', 'NN')]"
93,Rob Ford for Esquire Magazine,"[('rob', 'NNP'), ('ford', 'NNP'), ('for', 'IN'), ('esquire', 'NN'), ('magazine', 'NN')]"
94,Delightful Blooming Tea Framed Print by Inspired Nature Photography Fine Art Photography,"[('delightful', 'JJ'), ('blooming', 'NN'), ('tea', 'NN'), ('framed', 'VBN'), ('print', 'NN'), ('by', 'IN'), ('inspired', 'VBN'), ('nature', 'NN'), ('photography', 'NN'), ('fine', 'JJ'), ('art', 'NN'), ('photography', 'NN')]"
95,Liberty Flames Arch Name Pullover Hoodie - Red,"[('liberty', 'NN'), ('flames', 'NNS'), ('arch', 'NN'), ('name', 'NN'), ('pullover', 'NN'), ('hoodie', 'NN'), ('-', 'HYPH'), ('red', 'JJ')]"
96,Speckled Button Neck Top,"[('speckled', 'VBN'), ('button', 'NN'), ('neck', 'NN'), ('top', 'NN')]"
97,Man with impaired posture position defect scoliosis and ideal,"[('man', 'NN'), ('with', 'IN'), ('impaired', 'JJ'), ('posture', 'NN'), ('position', 'NN'), ('defect', 'NN'), ('scoliosis', 'NN'), ('and', 'CC'), ('ideal', 'JJ')]"
98,Bombay? Antique Map Wall Decor,"[('bombay', 'NNP'), ('?', '.'), ('antique', 'JJ'), ('map', 'NN'), ('wall', 'NN'), ('decor', 'NN')]"
99,The Layers panel showing the original image on the Background layer in Photoshop.,"[('the', 'DT'), ('layers', 'NNS'), ('panel', 'NN'), ('showing', 'VBG'), ('the', 'DT'), ('original', 'JJ'), ('image', 'NN'), ('on', 'IN'), ('the', 'DT'), ('background', 'NN'), ('layer', 'NN'), ('in', 'IN'), ('photoshop', 'NN'), ('.', '.')]"
100,"""""""Luhta Home """"""""Aika"""""""" -tyyny Tapestry, Throw Pillows, Black And White, Home Decor, Hanging Tapestry, Tapestries, Toss Pillows, Decoration Home, Cushions""""""","[('""', '``'), ('""', '``'), ('""', '``'), ('luhta', 'FW'), ('home', 'NN'), ('""', ""''""), ('""', ""''""), ('""', ""''""), ('""', '``'), ('aika', 'FW'), ('""', ""''""), ('""', ""''""), ('""', ""''""), ('""', '``'), ('-', 'HYPH'), ('tyyny', 'FW'), ('tapestry', 'NN'), (',', ','), ('throw', 'VB'), ('pillows', 'NNS'), (',', ','), ('black', 'JJ'), ('and', 'CC'), ('white', 'JJ'), (',', ','), ('home', 'NN'), ('decor', 'NN'), (',', ','), ('hanging', 'NN'), ('tapestry', 'NN'), (',', ','), ('tapestries', 'NNS'), (',', ','), ('toss', 'NN'), ('pillows', 'NNS'), (',', ','), ('decoration', 'NN'), ('home', 'NN'), (',', ','), ('cushions', 'NNS'), ('""', ""''""), ('""', ""''""), ('""', ""''"")]"
101,"BeYouthful Launches New Anti Aging Supplement ,Phytoceramides","[('beyouthful', 'JJ'), ('launches', 'VBZ'), ('new', 'JJ'), ('anti', 'JJ'), ('aging', 'NN'), ('supplement', 'NN'), (',', ','), ('phytoceramides', 'NNS')]"
102,Mens Athletic 2-Piece Jogging Running Gym Casual Pants Fleece Track Suit Set • 29.33$,"[('mens', 'NNS'), ('athletic', 'JJ'), ('2', 'CD'), ('-', 'HYPH'), ('piece', 'NN'), ('jogging', 'NN'), ('running', 'VBG'), ('gym', 'NN'), ('casual', 'JJ'), ('pants', 'NNS'), ('fleece', 'NN'), ('track', 'NN'), ('suit', 'NN'), ('set', 'NN'), ('•', 'SYM'), ('29.33', 'CD'), ('$', 'SYM')]"
103,Courgettes farcies cookeo,"[('courgettes', 'NNS'), ('farcies', 'NNS'), ('cookeo', 'NN')]"
104,Lancashire Holdings annual report 2005,"[('lancashire', 'NNP'), ('holdings', 'NNS'), ('annual', 'JJ'), ('report', 'NN'), ('2005', 'CD')]"
105,[globalbuy] Axeman Inflatable mattress Waterproof & Dampproof Airbed Folding Tent Bed Beac/3815751,"[('[', '-LRB-'), ('globalbuy', 'NN'), (']', '-RRB-'), ('axeman', 'NN'), ('inflatable', 'NN'), ('mattress', 'NN'), ('waterproof', 'NN'), ('&', 'CC'), ('dampproof', 'JJ'), ('airbed', 'NN'), ('folding', 'NN'), ('tent', 'NN'), ('bed', 'NN'), ('beac', 'NN'), ('/', ','), ('3815751', 'CD')]"
106,mother and child on the sea beach poster,"[('mother', 'NN'), ('and', 'CC'), ('child', 'NN'), ('on', 'IN'), ('the', 'DT'), ('sea', 'NN'), ('beach', 'NN'), ('poster', 'NN')]"
107,Body Solid ORCT Colored Rubber Coated Olympic Grip Plates,"[('body', 'NN'), ('solid', 'JJ'), ('orct', 'NN'), ('colored', 'VBN'), ('rubber', 'NN'), ('coated', 'VBN'), ('olympic', 'JJ'), ('grip', 'NN'), ('plates', 'NNS')]"
108,"Girl (7-9 years) jumping on sand castle on beach, low section - Stock Image","[('girl', 'NN'), ('(', '-LRB-'), ('7', 'CD'), ('-', 'SYM'), ('9', 'CD'), ('years', 'NNS'), (')', '-RRB-'), ('jumping', 'VBG'), ('on', 'IN'), ('sand', 'NN'), ('castle', 'NN'), ('on', 'IN'), ('beach', 'NN'), (',', ','), ('low', 'JJ'), ('section', 'NN'), ('-', 'HYPH'), ('stock', 'NN'), ('image', 'NN')]"
109,The Roach Motel (White) Home Throw Pillow by The Roach Motel's Artist Shop,"[('the', 'DT'), ('roach', 'NN'), ('motel', 'NN'), ('(', '-LRB-'), ('white', 'JJ'), (')', '-RRB-'), ('home', 'NN'), ('throw', 'NN'), ('pillow', 'NN'), ('by', 'IN'), ('the', 'DT'), ('roach', 'NN'), ('motel', 'NN'), (""'s"", 'POS'), ('artist', 'NN'), ('shop', 'NN')]"
110,Affiche du film LA FETE SAUVAGE (VERSION RESTAURÉE),"[('affiche', 'FW'), ('du', 'FW'), ('film', 'FW'), ('la', 'FW'), ('fete', 'FW'), ('sauvage', 'FW'), ('(', '-LRB-'), ('version', 'NN'), ('restaurée', 'FW'), (')', '-RRB-')]"
111,Latest Designs Oem High Quality Long Tops Fancy Girls Top Women ...,"[('latest', 'JJS'), ('designs', 'NNS'), ('oem', 'RB'), ('high', 'JJ'), ('quality', 'NN'), ('long', 'JJ'), ('tops', 'VBZ'), ('fancy', 'JJ'), ('girls', 'NNS'), ('top', 'JJ'), ('women', 'NNS'), ('...', '.')]"
112,GRID Foam Roller outer thighs,"[('grid', 'NN'), ('foam', 'NN'), ('roller', 'NN'), ('outer', 'JJ'), ('thighs', 'NNS')]"
113,"Dermot Mulroney with beautiful, Wife Tharita Cesaroni","[('dermot', 'NNP'), ('mulroney', 'NNP'), ('with', 'IN'), ('beautiful', 'JJ'), (',', ','), ('wife', 'NN'), ('tharita', 'NN'), ('cesaroni', 'NN')]"
114,"Car Sales Report For May 2020: Hyundai Registers 12,583 Units Of Sales After Resuming Operations","[('car', 'NN'), ('sales', 'NNS'), ('report', 'VBP'), ('for', 'IN'), ('may', 'NNP'), ('2020', 'CD'), (':', ':'), ('hyundai', 'NNP'), ('registers', 'VBZ'), ('12,583', 'CD'), ('units', 'NNS'), ('of', 'IN'), ('sales', 'NNS'), ('after', 'IN'), ('resuming', 'VBG'), ('operations', 'NNS')]"
115,The Downbeat: Kyrie Irving traded for Isaiah Thomas,"[('the', 'DT'), ('downbeat', 'JJ'), (':', ':'), ('kyrie', 'NNP'), ('irving', 'NNP'), ('traded', 'VBN'), ('for', 'IN'), ('isaiah', 'NNP'), ('thomas', 'NNP')]"
116,"Fundamentals of Software Development 1Slide 1 Today's Summary Statements: Conditionals (if-then-else)Statements: Conditionals (if-then-else) Investigated programming patterns:Investigated programming patterns: –Increment, swap, select from cases, absolute value, maximum of two Continued writing your own classes – WordGames.","[('fundamentals', 'NNS'), ('of', 'IN'), ('software', 'NN'), ('development', 'NN'), ('1', 'CD'), ('slide', 'VBP'), ('1', 'CD'), ('today', 'NN'), (""'s"", 'POS'), ('summary', 'NN'), ('statements', 'NNS'), (':', ':'), ('conditionals', 'NNS'), ('(', '-LRB-'), ('if', 'IN'), ('-', 'HYPH'), ('then', 'RB'), ('-', 'HYPH'), ('else', 'JJ'), (')', '-RRB-'), ('statements', 'NNS'), (':', ':'), ('conditionals', 'NNS'), ('(', '-LRB-'), ('if', 'IN'), ('-', ','), ('then', 'RB'), ('-', 'HYPH'), ('else', 'RB'), (')', '-RRB-'), ('investigated', 'VBN'), ('programming', 'NN'), ('patterns', 'NNS'), (':', ':'), ('investigated', 'VBN'), ('programming', 'NN'), ('patterns', 'NNS'), (':', ':'), ('–increment', 'NN'), (',', ','), ('swap', 'NN'), (',', ','), ('select', 'VB'), ('from', 'IN'), ('cases', 'NNS'), (',', ','), ('absolute', 'JJ'), ('value', 'NN'), (',', ','), ('maximum', 'NN'), ('of', 'IN'), ('two', 'CD'), ('continued', 'VBD'), ('writing', 'VBG'), ('your', 'PRP$'), ('own', 'JJ'), ('classes', 'NNS'), ('–', ':'), ('wordgames', 'NNS'), ('.', '.')]"
117,"Hookah Pipe Master of Cairo, Egypt","[('hookah', 'NN'), ('pipe', 'NN'), ('master', 'NN'), ('of', 'IN'), ('cairo', 'NNP'), (',', ','), ('egypt', 'NNP')]"
118,"The polarizing, commanding and uncompromising Amanda Palmer does a solo set.","[('the', 'DT'), ('polarizing', 'JJ'), (',', ','), ('commanding', 'JJ'), ('and', 'CC'), ('uncompromising', 'JJ'), ('amanda', 'NN'), ('palmer', 'NN'), ('does', 'VBZ'), ('a', 'DT'), ('solo', 'JJ'), ('set', 'NN'), ('.', '.')]"
119,7 Wireless Apple Carplay And Android Auto Simple Self Install Suits Alfa Romeo 4,"[('7', 'CD'), ('wireless', 'JJ'), ('apple', 'NN'), ('carplay', 'NN'), ('and', 'CC'), ('android', 'NN'), ('auto', 'NN'), ('simple', 'JJ'), ('self', 'NN'), ('install', 'NN'), ('suits', 'NNS'), ('alfa', 'NNP'), ('romeo', 'NNP'), ('4', 'CD')]"
120,"Jewel Beetle - Macro image of a Jewel Beetle, known...","[('jewel', 'NN'), ('beetle', 'NN'), ('-', 'HYPH'), ('macro', 'NN'), ('image', 'NN'), ('of', 'IN'), ('a', 'DT'), ('jewel', 'NN'), ('beetle', 'NN'), (',', ','), ('known', 'VBN'), ('...', '.')]"
121,UHMWPE plastic Forming board trailing blade / forming board covers,"[('uhmwpe', 'NN'), ('plastic', 'NN'), ('forming', 'VBG'), ('board', 'NN'), ('trailing', 'VBG'), ('blade', 'NN'), ('/', ','), ('forming', 'VBG'), ('board', 'NN'), ('covers', 'VBZ')]"
122,Mahoosive Colorful Options Wood Bow Tie - woodfashionista.com,"[('mahoosive', 'JJ'), ('colorful', 'JJ'), ('options', 'NNS'), ('wood', 'NN'), ('bow', 'NN'), ('tie', 'NN'), ('-', 'HYPH'), ('woodfashionista.com', 'ADD')]"
123,An Orange Tessellated Blenny Image,"[('an', 'DT'), ('orange', 'JJ'), ('tessellated', 'VBN'), ('blenny', 'NN'), ('image', 'NN')]"
124,(ebook) French Liberalism in the 19th Century,"[('(', '-LRB-'), ('ebook', 'NN'), (')', '-RRB-'), ('french', 'JJ'), ('liberalism', 'NN'), ('in', 'IN'), ('the', 'DT'), ('19th', 'JJ'), ('century', 'NN')]"
125,"Hunt Brothers Pizza TV Spot, 'RCR Fan Experience Sweepstakes' - Thumbnail 8","[('hunt', 'VB'), ('brothers', 'NNS'), ('pizza', 'NN'), ('tv', 'NN'), ('spot', 'NN'), (',', ','), (""'rcr"", 'NN'), ('fan', 'NN'), ('experience', 'VB'), ('sweepstakes', 'NN'), (""'"", ""''""), ('-', 'HYPH'), ('thumbnail', 'NN'), ('8', 'CD')]"
126,The Simpsons™: Tapped Out,"[('the', 'DT'), ('simpsons™', 'NN'), (':', ':'), ('tapped', 'VBD'), ('out', 'RP')]"
127,Apartments for Rent in Charlottesville Va,"[('apartments', 'NNS'), ('for', 'IN'), ('rent', 'NN'), ('in', 'IN'), ('charlottesville', 'NNP'), ('va', 'NNP')]"
128,Salthouse Boatbuilders. Southstar 37.,"[('salthouse', 'NN'), ('boatbuilders', 'NNS'), ('.', '.'), ('southstar', 'NN'), ('37', 'CD'), ('.', '.')]"
129,"""MBA #3939-161  """"1992 Country Christmas An Old Fashioned Christmas"""" Hard Cover With Jacket""""""","[('""', '``'), ('mba', 'NNP'), ('#3939', 'NNP'), ('-', 'HYPH'), ('161', 'CD'), ('""', ""''""), ('""', '``'), ('1992', 'CD'), ('country', 'NN'), ('christmas', 'NNP'), ('an', 'DT'), ('old', 'JJ'), ('fashioned', 'JJ'), ('christmas', 'NNP'), ('""', ""''""), ('""', '``'), ('hard', 'JJ'), ('cover', 'NN'), ('with', 'IN'), ('jacket', 'NN'), ('""', ""''""), ('""', ""''""), ('""', ""''"")]"
130,KEEP CALM I'M JUST LOST ANGEL - Personalised Face Mask,"[('keep', 'VB'), ('calm', 'JJ'), (""i'm"", 'RB'), ('just', 'RB'), ('lost', 'VBN'), ('angel', 'NN'), ('-', 'HYPH'), ('personalised', 'VBN'), ('face', 'NN'), ('mask', 'NN')]"
131,Christmas Assistance Registration with Salvation Army,"[('christmas', 'NNP'), ('assistance', 'NN'), ('registration', 'NN'), ('with', 'IN'), ('salvation', 'NN'), ('army', 'NN')]"
132,data analytic and social network icon set vector image,"[('data', 'NN'), ('analytic', 'JJ'), ('and', 'CC'), ('social', 'JJ'), ('network', 'NN'), ('icon', 'NN'), ('set', 'NN'), ('vector', 'NN'), ('image', 'NN')]"
133,"106 N 181st St | Shoreline  Sold for $745,000   Represented the Buyer","[('106', 'CD'), ('n', 'NN'), ('181st', 'NN'), ('st', 'NNP'), ('|', ','), ('shoreline', 'NN'), ('sold', 'VBN'), ('for', 'IN'), ('$', '$'), ('745,000', 'CD'), ('represented', 'VBD'), ('the', 'DT'), ('buyer', 'NN')]"
134,Vintage Deluxe Reading Sweet Rosemary Fashion Doll 30 inch Grocery Store Doll,"[('vintage', 'JJ'), ('deluxe', 'NN'), ('reading', 'NN'), ('sweet', 'JJ'), ('rosemary', 'NN'), ('fashion', 'NN'), ('doll', 'NN'), ('30', 'CD'), ('inch', 'NN'), ('grocery', 'NN'), ('store', 'NN'), ('doll', 'NN')]"
135,Chocolate Cake With Chocolate Orange Frosting,"[('chocolate', 'NN'), ('cake', 'NN'), ('with', 'IN'), ('chocolate', 'NN'), ('orange', 'JJ'), ('frosting', 'NN')]"
136,Relegation ebook by Karri Thompson,"[('relegation', 'NN'), ('ebook', 'NN'), ('by', 'IN'), ('karri', 'NNP'), ('thompson', 'NNP')]"
137,Inkling Trainer // Collaboration with Drew Wise T-Shirt,"[('inkling', 'NN'), ('trainer', 'NN'), ('//', ','), ('collaboration', 'NN'), ('with', 'IN'), ('drew', 'VBN'), ('wise', 'JJ'), ('t-', 'NN'), ('shirt', 'NN')]"
138,Much-loved country duo Joey+Rory just shared the excruciating news that the end is near,"[('much', 'RB'), ('-', 'HYPH'), ('loved', 'VBN'), ('country', 'NN'), ('duo', 'NN'), ('joey', 'NNP'), ('+rory', 'NNP'), ('just', 'RB'), ('shared', 'VBD'), ('the', 'DT'), ('excruciating', 'JJ'), ('news', 'NN'), ('that', 'IN'), ('the', 'DT'), ('end', 'NN'), ('is', 'VBZ'), ('near', 'JJ')]"
139,"News Briefs: First Look at Jennifer Lawrence, Chris Pratt in 'Passengers'","[('news', 'NN'), ('briefs', 'NNS'), (':', ':'), ('first', 'RB'), ('look', 'VB'), ('at', 'IN'), ('jennifer', 'NNP'), ('lawrence', 'NNP'), (',', ','), ('chris', 'NNP'), ('pratt', 'NNP'), ('in', 'IN'), (""'"", '``'), ('passengers', 'NNS'), (""'"", ""''"")]"
140,Green Lantern: New Guardians (2011-2015) #2: Annual,"[('green', 'JJ'), ('lantern', 'NN'), (':', ':'), ('new', 'JJ'), ('guardians', 'NNS'), ('(', '-LRB-'), ('2011', 'CD'), ('-', 'SYM'), ('2015', 'CD'), (')', '-RRB-'), ('#', 'NN'), ('2', 'CD'), (':', ':'), ('annual', 'NN')]"
141,Colourful house against nature background,"[('colourful', 'JJ'), ('house', 'NN'), ('against', 'IN'), ('nature', 'NN'), ('background', 'NN')]"
142,"Padded Gadget Pouch Hollywood- iPhone, iPhone 5, Blackberry, Cellphone, iPod Touch","[('padded', 'VBN'), ('gadget', 'NN'), ('pouch', 'NN'), ('hollywood', 'NN'), ('-', 'HYPH'), ('iphone', 'NN'), (',', ','), ('iphone', 'NN'), ('5', 'CD'), (',', ','), ('blackberry', 'NN'), (',', ','), ('cellphone', 'NN'), (',', ','), ('ipod', 'NN'), ('touch', 'NN')]"
143,Off white lace scarf,"[('off', 'IN'), ('white', 'JJ'), ('lace', 'NN'), ('scarf', 'NN')]"
144,"Singalong Sunday - elke Sunday in Amsterdam le Sun, November 24, 2019 from 04:00 pm to 07:00 pm (After-Work Gay, Lesbian)","[('singalong', 'NN'), ('sunday', 'NNP'), ('-', 'HYPH'), ('elke', 'NNP'), ('sunday', 'NNP'), ('in', 'IN'), ('amsterdam', 'NNP'), ('le', 'NNP'), ('sun', 'NNP'), (',', ','), ('november', 'NNP'), ('24', 'CD'), (',', ','), ('2019', 'CD'), ('from', 'IN'), ('04:00', 'CD'), ('pm', 'NN'), ('to', 'IN'), ('07:00', 'CD'), ('pm', 'NN'), ('(', '-LRB-'), ('after', 'IN'), ('-', 'HYPH'), ('work', 'NN'), ('gay', 'JJ'), (',', ','), ('lesbian', 'NN'), (')', '-RRB-')]"
145,Stu Barnes Florida Panthers 1994 Leaf Autographed Card.  This item comes with a certificate of authenticity from Autograph-Sports. Autographed,"[('stu', 'NNP'), ('barnes', 'NNP'), ('florida', 'NNP'), ('panthers', 'NNPS'), ('1994', 'CD'), ('leaf', 'NN'), ('autographed', 'VBN'), ('card', 'NN'), ('.', '.'), ('this', 'DT'), ('item', 'NN'), ('comes', 'VBZ'), ('with', 'IN'), ('a', 'DT'), ('certificate', 'NN'), ('of', 'IN'), ('authenticity', 'NN'), ('from', 'IN'), ('autograph', 'NN'), ('-', 'HYPH'), ('sports', 'NNS'), ('.', '.'), ('autographed', 'VBN')]"
146,Universal USB Microphone Headset for PS3 and PC (Black),"[('universal', 'JJ'), ('usb', 'NN'), ('microphone', 'NN'), ('headset', 'NN'), ('for', 'IN'), ('ps3', 'NN'), ('and', 'CC'), ('pc', 'NN'), ('(', '-LRB-'), ('black', 'JJ'), (')', '-RRB-')]"
147,siege auto kiddy guardian kiddy guardianfix pro 2 1 2 3 car seat racing black amazon,"[('siege', 'NN'), ('auto', 'NN'), ('kiddy', 'JJ'), ('guardian', 'NN'), ('kiddy', 'NN'), ('guardianfix', 'NN'), ('pro', 'NN'), ('2', 'CD'), ('1', 'CD'), ('2', 'CD'), ('3', 'CD'), ('car', 'NN'), ('seat', 'NN'), ('racing', 'NN'), ('black', 'JJ'), ('amazon', 'NN')]"
148,Email Icon,"[('email', 'NN'), ('icon', 'NN')]"
149,Deadpool 2 plakat,"[('deadpool', 'NNP'), ('2', 'CD'), ('plakat', 'NN')]"
150,Freetress Equal Premium Delux Lace Front Synthetic Wig TALIA,"[('freetress', 'NN'), ('equal', 'JJ'), ('premium', 'JJ'), ('delux', 'NN'), ('lace', 'NN'), ('front', 'JJ'), ('synthetic', 'JJ'), ('wig', 'NN'), ('talia', 'NN')]"
151,Z Pure Emotion - Morph Dial and One-Click Expressions for the Genesis 3 Female(s),"[('z', 'VB'), ('pure', 'JJ'), ('emotion', 'NN'), ('-', 'HYPH'), ('morph', 'NN'), ('dial', 'NN'), ('and', 'CC'), ('one', 'CD'), ('-', 'HYPH'), ('click', 'VB'), ('expressions', 'NNS'), ('for', 'IN'), ('the', 'DT'), ('genesis', 'NN'), ('3', 'CD'), ('female', 'NN'), ('(s', 'SYM'), (')', '-RRB-')]"
152,Young man in casual wear sitting on pile of documents with business-related terms in form of world map on background. Mixed media.,"[('young', 'JJ'), ('man', 'NN'), ('in', 'IN'), ('casual', 'JJ'), ('wear', 'NN'), ('sitting', 'VBG'), ('on', 'IN'), ('pile', 'NN'), ('of', 'IN'), ('documents', 'NNS'), ('with', 'IN'), ('business', 'NN'), ('-', 'HYPH'), ('related', 'JJ'), ('terms', 'NNS'), ('in', 'IN'), ('form', 'NN'), ('of', 'IN'), ('world', 'NN'), ('map', 'NN'), ('on', 'IN'), ('background', 'NN'), ('.', '.'), ('mixed', 'VBN'), ('media', 'NN'), ('.', '.')]"
153,The Town [DVD],"[('the', 'DT'), ('town', 'NN'), ('[', '-LRB-'), ('dvd', 'NN'), (']', '-RRB-')]"
154,Cadaver Blues: A Phuoc Gold...,"[('cadaver', 'NN'), ('blues', 'NNS'), (':', ':'), ('a', 'DT'), ('phuoc', 'NN'), ('gold', 'NN'), ('...', '.')]"
155,The airplane landing on Hokkaido New Chitose Airport (CTS) in Japan,"[('the', 'DT'), ('airplane', 'NN'), ('landing', 'NN'), ('on', 'IN'), ('hokkaido', 'NNP'), ('new', 'JJ'), ('chitose', 'NNP'), ('airport', 'NN'), ('(', '-LRB-'), ('cts', 'NN'), (')', '-RRB-'), ('in', 'IN'), ('japan', 'NNP')]"
156,WEDDING IN TUSCANY found on Polyvore,"[('wedding', 'NN'), ('in', 'IN'), ('tuscany', 'NNP'), ('found', 'VBN'), ('on', 'IN'), ('polyvore', 'NNP')]"
157,Floral wedding invitations,"[('floral', 'JJ'), ('wedding', 'NN'), ('invitations', 'NNS')]"
158,Matte Perfect Foundation No.101,"[('matte', 'NN'), ('perfect', 'JJ'), ('foundation', 'NN'), ('no', 'UH'), ('.', '.'), ('101', 'CD')]"
159,"Paper burnt holes vector realistic set. Paper pages and sheet scraps with fire burned or scorched edges, sides and holes - 124517758","[('paper', 'NN'), ('burnt', 'VBN'), ('holes', 'NNS'), ('vector', 'NN'), ('realistic', 'JJ'), ('set', 'NN'), ('.', '.'), ('paper', 'NN'), ('pages', 'NNS'), ('and', 'CC'), ('sheet', 'NN'), ('scraps', 'NNS'), ('with', 'IN'), ('fire', 'NN'), ('burned', 'VBN'), ('or', 'CC'), ('scorched', 'VBN'), ('edges', 'NNS'), (',', ','), ('sides', 'NNS'), ('and', 'CC'), ('holes', 'NNS'), ('-', ','), ('124517758', 'CD')]"
160,Scarpa Epic Lite shoes.,"[('scarpa', 'JJ'), ('epic', 'JJ'), ('lite', 'NN'), ('shoes', 'NNS'), ('.', '.')]"
161,Stone footprints in the sand - stock photo,"[('stone', 'NN'), ('footprints', 'NNS'), ('in', 'IN'), ('the', 'DT'), ('sand', 'NN'), ('-', 'HYPH'), ('stock', 'NN'), ('photo', 'NN')]"
162,I'd like to get a second opinion on your returns this year Let me fetch the branch manager - I'd like to get a second opinion on your returns this year Let me fetch the branch manager  Financial Advice Dog,"[(""i'd"", 'RB'), ('like', 'VB'), ('to', 'TO'), ('get', 'VB'), ('a', 'DT'), ('second', 'JJ'), ('opinion', 'NN'), ('on', 'IN'), ('your', 'PRP$'), ('returns', 'NNS'), ('this', 'DT'), ('year', 'NN'), ('let', 'VB'), ('me', 'PRP'), ('fetch', 'VB'), ('the', 'DT'), ('branch', 'NN'), ('manager', 'NN'), ('-', ','), (""i'd"", 'MD'), ('like', 'VB'), ('to', 'TO'), ('get', 'VB'), ('a', 'DT'), ('second', 'JJ'), ('opinion', 'NN'), ('on', 'IN'), ('your', 'PRP$'), ('returns', 'NNS'), ('this', 'DT'), ('year', 'NN'), ('let', 'VB'), ('me', 'PRP'), ('fetch', 'VB'), ('the', 'DT'), ('branch', 'NN'), ('manager', 'NN'), ('financial', 'JJ'), ('advice', 'NN'), ('dog', 'NN')]"
163,American Avocet Duvet Cover featuring the photograph Avocet Dancer by Timothy Flanigan,"[('american', 'JJ'), ('avocet', 'NN'), ('duvet', 'NN'), ('cover', 'NN'), ('featuring', 'VBG'), ('the', 'DT'), ('photograph', 'NN'), ('avocet', 'NN'), ('dancer', 'NN'), ('by', 'IN'), ('timothy', 'NNP'), ('flanigan', 'NNP')]"
164,Deliveroo introduces rapid payment system,"[('deliveroo', 'NNP'), ('introduces', 'VBZ'), ('rapid', 'JJ'), ('payment', 'NN'), ('system', 'NN')]"
165,OE-FZA - Private Cessna 510 Citation Mustang,"[('oe', 'NNP'), ('-', 'HYPH'), ('fza', 'NNP'), ('-', 'HYPH'), ('private', 'JJ'), ('cessna', 'NNP'), ('510', 'CD'), ('citation', 'NN'), ('mustang', 'NN')]"
166,Varivas Fly Tapered Leader DH Salmon TAT 0X 18ft 0.285mm-0.56mm,"[('varivas', 'NNS'), ('fly', 'VBP'), ('tapered', 'VBN'), ('leader', 'NN'), ('dh', 'NN'), ('salmon', 'NN'), ('tat', 'NN'), ('0x', 'CD'), ('18ft', '$'), ('0.285', 'CD'), ('mm-0.56', 'CD'), ('mm', 'NN')]"
167,Magento Open Source vs Magento Commerce : Quelle solution e-commerce choisir ?,"[('magento', 'NNP'), ('open', 'JJ'), ('source', 'NN'), ('vs', 'IN'), ('magento', 'NNP'), ('commerce', 'NN'), (':', ':'), ('quelle', 'FW'), ('solution', 'NN'), ('e-commerce', 'NN'), ('choisir', 'NN'), ('?', '.')]"
